fill	x	y
#F8766D	0.625488008923592	0.665289256198347
#F8766D	0.737032905744562	0.75974025974026
#F8766D	0.764919129949805	0.75974025974026
#F8766D	0.78165086447295	0.747933884297521
#F8766D	0.776073619631902	0.718417945690673
#F8766D	0.720301171221417	0.771546635182998
#F8766D	0.803959843837144	0.742030696576151
#F8766D	0.686837702175125	0.700708382526565
#F8766D	0.737032905744562	0.718417945690673
#F8766D	0.725878416062465	0.777449822904369
#F8766D	0.753764640267708	0.789256198347108
#F8766D	0.74261015058561	0.812868949232585
#F8766D	0.798382598996096	0.842384887839433
#F8766D	0.709146681539319	0.718417945690673
#F8766D	0.731455660903514	0.789256198347108
#F8766D	0.737032905744562	0.777449822904369
#F8766D	0.792805354155047	0.865997638724912
#F8766D	0.737032905744562	0.789256198347108
#F8766D	0.74261015058561	0.824675324675325
#F8766D	0.837423312883435	0.812868949232585
#F8766D	0.720301171221417	0.712514757969303
#F8766D	0.770496374790853	0.806965761511216
#F8766D	0.82069157836029	0.88370720188902
#F8766D	0.653374233128834	0.641676505312869
#F8766D	0.686837702175125	0.706611570247934
#F8766D	0.748187395426659	0.812868949232585
#F8766D	0.826268823201338	0.871900826446281
#F8766D	0.792805354155047	0.848288075560803
#F8766D	0.843000557724484	0.860094451003542
#F8766D	0.865309537088678	0.907319952774499
#F8766D	0.876464026770775	0.860094451003542
#F8766D	0.843000557724484	0.830578512396694
#F8766D	0.843000557724484	0.836481700118064
#F8766D	0.870886781929727	0.783353010625738
#F8766D	0.837423312883435	0.795159386068477
#F8766D	0.893195761293921	0.919126328217237
#F8766D	0.887618516452872	0.895513577331759
#F8766D	0.826268823201338	0.88370720188902
#F8766D	0.82069157836029	0.854191263282172
#F8766D	0.787228109313999	0.854191263282172
#F8766D	0.826268823201338	0.830578512396694
#F8766D	0.798382598996096	0.795159386068477
#F8766D	0.865309537088678	0.75974025974026
#F8766D	0.921081985499163	0.848288075560803
#F8766D	0.709146681539319	0.783353010625738
#F8766D	0.815114333519242	0.824675324675325
#F8766D	0.887618516452872	0.877804014167651
