fill	x	y
#00BFC4	0.63106525376464	0.505903187721369
#00BFC4	0.653374233128834	0.529515938606848
#00BFC4	0.714723926380368	0.688902007083825
#00BFC4	0.686837702175125	0.653482880755608
#00BFC4	0.658951477969883	0.606257378984652
#00BFC4	0.681260457334077	0.570838252656435
#00BFC4	0.692414947016174	0.582644628099174
#00BFC4	0.681260457334077	0.665289256198347
#00BFC4	0.720301171221417	0.653482880755608
#00BFC4	0.731455660903514	0.653482880755608
#00BFC4	0.74261015058561	0.742030696576151
#00BFC4	0.725878416062465	0.706611570247934
#00BFC4	0.625488008923592	0.505903187721369
#00BFC4	0.619910764082544	0.582644628099174
#00BFC4	0.608756274400446	0.553128689492326
#00BFC4	0.63106525376464	0.535419126328217
#00BFC4	0.703569436698271	0.62396694214876
#00BFC4	0.580870050195204	0.594451003541912
#00BFC4	0.614333519241494	0.653482880755608
#00BFC4	0.63106525376464	0.612160566706022
#00BFC4	0.608756274400446	0.511806375442739
#00BFC4	0.675683212493029	0.635773317591499
#00BFC4	0.608756274400446	0.635773317591499
#00BFC4	0.636642498605689	0.641676505312869
#00BFC4	0.692414947016174	0.682998819362455
#00BFC4	0.592024539877301	0.470484061393152
#00BFC4	0.619910764082544	0.482290436835892
#00BFC4	0.625488008923592	0.576741440377804
#00BFC4	0.653374233128834	0.671192443919717
#00BFC4	0.580870050195204	0.600354191263282
#00BFC4	0.664528722810931	0.600354191263282
#00BFC4	0.63106525376464	0.588547815820543
#00BFC4	0.536252091466816	0.553128689492326
#00BFC4	0.586447295036252	0.553128689492326
#00BFC4	0.625488008923592	0.564935064935065
#00BFC4	0.619910764082544	0.564935064935065
#00BFC4	0.558561070831009	0.553128689492326
#00BFC4	0.586447295036252	0.505903187721369
#00BFC4	0.597601784718349	0.564935064935065
#00BFC4	0.569715560513106	0.535419126328217
#00BFC4	0.508365867261573	0.488193624557261
#00BFC4	0.547406581148912	0.564935064935065
#00BFC4	0.625488008923592	0.564935064935065
#00BFC4	0.647796988287786	0.517709563164108
#00BFC4	0.619910764082544	0.570838252656435
#00BFC4	0.664528722810931	0.62396694214876
#00BFC4	0.67010596765198	0.659386068476978
#00BFC4	0.686837702175125	0.671192443919717
#00BFC4	0.675683212493029	0.671192443919717
#00BFC4	0.697992191857222	0.706611570247934
#00BFC4	0.675683212493029	0.606257378984652
#00BFC4	0.642219743446737	0.653482880755608
#00BFC4	0.686837702175125	0.712514757969303
#00BFC4	0.787228109313999	0.75383707201889
#00BFC4	0.552983825989961	0.494096812278631
#00BFC4	0.636642498605689	0.517709563164108
#00BFC4	0.619910764082544	0.541322314049587
#00BFC4	0.714723926380368	0.588547815820543
#00BFC4	0.664528722810931	0.505903187721369
#00BFC4	0.619910764082544	0.600354191263282
#00BFC4	0.675683212493029	0.582644628099174
#00BFC4	0.642219743446737	0.618063754427391
#00BFC4	0.647796988287786	0.523612750885479
#00BFC4	0.697992191857222	0.659386068476978
#00BFC4	0.725878416062465	0.653482880755608
#00BFC4	0.658951477969883	0.588547815820543
#00BFC4	0.675683212493029	0.588547815820543
#00BFC4	0.664528722810931	0.600354191263282
#00BFC4	0.653374233128834	0.612160566706022
#00BFC4	0.664528722810931	0.635773317591499
#00BFC4	0.703569436698271	0.653482880755608
#00BFC4	0.642219743446737	0.600354191263282
#00BFC4	0.703569436698271	0.635773317591499
#00BFC4	0.720301171221417	0.694805194805195
#00BFC4	0.714723926380368	0.682998819362455
#00BFC4	0.686837702175125	0.62987012987013
#00BFC4	0.692414947016174	0.62987012987013
#00BFC4	0.653374233128834	0.641676505312869
#00BFC4	0.731455660903514	0.659386068476978
#00BFC4	0.709146681539319	0.653482880755608
#00BFC4	0.731455660903514	0.659386068476978
#00BFC4	0.67010596765198	0.665289256198347
#00BFC4	0.525097601784719	0.511806375442739
#00BFC4	0.664528722810931	0.600354191263282
#00BFC4	0.625488008923592	0.553128689492326
#00BFC4	0.636642498605689	0.570838252656435
#00BFC4	0.658951477969883	0.576741440377804
#00BFC4	0.642219743446737	0.547225501770956
#00BFC4	0.653374233128834	0.511806375442739
