fill	x	y
#00BFC4	0.21834913552705	0.269775678866588
#00BFC4	0.207194645844953	0.204840613931523
#00BFC4	0.447016174010039	0.405548996458088
#00BFC4	0.374511991076408	0.269775678866588
#00BFC4	0.201617401003904	0.287485242030697
#00BFC4	0.402398215281651	0.417355371900826
#00BFC4	0.424707194645845	0.5
#00BFC4	0.318739542665923	0.352420306965761
#00BFC4	0.385666480758506	0.440968122786305
#00BFC4	0.363357501394311	0.37012987012987
#00BFC4	0.14026770775237	0.0985832349468714
#00BFC4	0.307585052983826	0.334710743801653
#00BFC4	0.296430563301729	0.293388429752066
#00BFC4	0.307585052983826	0.340613931523022
#00BFC4	0.274121583937535	0.252066115702479
#00BFC4	0.374511991076408	0.411452184179457
#00BFC4	0.346625766871166	0.346517119244392
#00BFC4	0.391243725599554	0.381936245572609
#00BFC4	0.424707194645845	0.464580873671783
#00BFC4	0.341048522030117	0.352420306965761
#00BFC4	0.324316787506971	0.393742621015348
#00BFC4	0.313162297824875	0.37012987012987
#00BFC4	0.190462911321807	0.193034238488784
#00BFC4	0.296430563301729	0.311097992916175
#00BFC4	0.0454545454545453	0.0454545454545452
#00BFC4	0.296430563301729	0.281582054309327
#00BFC4	0.251812604573341	0.328807556080283
#00BFC4	0.324316787506971	0.305194805194805
#00BFC4	0.413552704963748	0.405548996458088
#00BFC4	0.201617401003904	0.181227863046044
#00BFC4	0.413552704963748	0.446871310507674
#00BFC4	0.396820970440603	0.411452184179457
#00BFC4	0.458170663692136	0.482290436835892
#00BFC4	0.357780256553263	0.37012987012987
#00BFC4	0.407975460122699	0.37603305785124
#00BFC4	0.452593418851088	0.411452184179457
#00BFC4	0.385666480758506	0.358323494687131
#00BFC4	0.413552704963748	0.364226682408501
#00BFC4	0.458170663692136	0.429161747343565
#00BFC4	0.402398215281651	0.393742621015348
#00BFC4	0.452593418851088	0.429161747343565
#00BFC4	0.463747908533184	0.417355371900826
#00BFC4	0.430284439486893	0.423258559622196
#00BFC4	0.430284439486893	0.429161747343565
#00BFC4	0.430284439486893	0.352420306965761
#00BFC4	0.407975460122699	0.405548996458088
#00BFC4	0.419129949804796	0.387839433293978
#00BFC4	0.452593418851088	0.435064935064935
#00BFC4	0.424707194645845	0.440968122786305
#00BFC4	0.474902398215282	0.488193624557261
#00BFC4	0.569715560513106	0.659386068476978
#00BFC4	0.586447295036252	0.635773317591499
#00BFC4	0.586447295036252	0.62987012987013
#00BFC4	0.586447295036252	0.647579693034238
#00BFC4	0.541829336307864	0.612160566706022
#00BFC4	0.586447295036252	0.671192443919717
#00BFC4	0.552983825989961	0.618063754427391
#00BFC4	0.603179029559397	0.653482880755608
#00BFC4	0.530674846625767	0.618063754427391
#00BFC4	0.480479643056331	0.541322314049587
#00BFC4	0.502788622420524	0.547225501770956
#00BFC4	0.575292805354155	0.62396694214876
#00BFC4	0.525097601784719	0.535419126328217
#00BFC4	0.508365867261573	0.559031877213695
#00BFC4	0.497211377579476	0.564935064935065
#00BFC4	0.547406581148912	0.582644628099174
#00BFC4	0.441438929168991	0.517709563164108
#00BFC4	0.402398215281651	0.446871310507674
#00BFC4	0.564138315672058	0.653482880755608
#00BFC4	0.519520356943669	0.570838252656435
#00BFC4	0.536252091466816	0.582644628099174
#00BFC4	0.575292805354155	0.606257378984652
#00BFC4	0.552983825989961	0.62987012987013
#00BFC4	0.586447295036252	0.62396694214876
#00BFC4	0.547406581148912	0.588547815820543
#00BFC4	0.619910764082544	0.647579693034238
#00BFC4	0.552983825989961	0.582644628099174
#00BFC4	0.541829336307864	0.600354191263282
#00BFC4	0.452593418851088	0.5
#00BFC4	0.552983825989961	0.588547815820543
#00BFC4	0.508365867261573	0.541322314049587
#00BFC4	0.502788622420524	0.582644628099174
#00BFC4	0.692414947016174	0.665289256198347
#00BFC4	0.608756274400446	0.618063754427391
#00BFC4	0.246235359732292	0.234356552538371
#00BFC4	0.592024539877301	0.505903187721369
#00BFC4	0.474902398215282	0.37012987012987
#00BFC4	0.502788622420524	0.517709563164108
#00BFC4	0.469325153374233	0.505903187721369
#00BFC4	0.552983825989961	0.541322314049587
#00BFC4	0.575292805354155	0.564935064935065
